post_id,source,text,label
11239767_gab,gab,mayweather wins gab calls nigger mayweather loses gab calls nigger,normal
16884802_gab,gab,ashamed bill hillary white disgrace white skin not represent race ghetto al sharpton jessie jackson mlk,hatespeech
1178992045312151552_twitter,twitter,USER USER USER would boris johnson boris picaninny watermelon letterbox bumboy johnson serious,normal
15843155_gab,gab,still sad trying make phone work take pictures rooftops white neighborhood lovely hate phone right,normal
15334455_gab,gab,everyone disagree kike alright guess side join,hatespeech
1234486222141214722_twitter,twitter,USER patriot defended america radical jihadists put humans cages burn alive,offensive
1251975373497053185_twitter,twitter,jews swag,offensive
6834960_gab,gab,phosphorus think israelies nuke moslem pigs get done fuck moslems cunts,hatespeech
5941126_gab,gab,feminists say women work harder men less pay reward instead taking day would not make sense emphasize point working later usual say pm,normal
24288446_gab,gab,nigger belongs africa,hatespeech
25273523_gab,gab,sentiment not misrepresentation would muzzies throughout history despicable people peace foreign concept,offensive
1179090810232610817_twitter,twitter,USER retarded,offensive
1178536799162908672_twitter,twitter,USER right USER kashmiri pandits butchered raped jews christians living kashmir valley muslims nothing mashallah keep attitude way aajkal aap jhande ko kandha dena wala dialogue nahi bolte,normal
1164745213648261120_twitter,twitter,never fuck yo niggas bitch n never sneak around,offensive
4770465_gab,gab,honest speakfreely gabfam anyone part altright problem others races orientations despite sympathetic cause fellow white rights advocates not get offended easily genuinely curious gab maga,offensive
1178764361474727936_twitter,twitter,queer trans people concerned outer image looking queer try not bc know privilege able present non cishet also want everyone know im dyke,normal
22368560_gab,gab,plus side seems like anti gun strategy executed sullen obnoxious almost functionally retarded tweens,offensive
23874467_gab,gab,kike puppets run usa,hatespeech
16768459_gab,gab,word wetback banned,hatespeech
1178579544606949376_twitter,twitter,trailer trash white people embarassing hell,normal
8522959_gab,gab,like would love sit endless meetings without real work okay stop gay please purple haired niggerette charge nurses would never morning report end option murse,hatespeech
8817274_gab,gab,fox retard chris coons de saying wants investigation whether sessions violated recusal regarding russia martha maccallum dim witted say anything literally lets say anything wants like retard,offensive
1075599145698770950_twitter,twitter,USER pretty bitches stay feed,offensive
1179085148182237184_twitter,twitter,im kinda retarded,normal
1144341896627703808_twitter,twitter,really wasted whole year dumb hoe,offensive
1178694587461832704_twitter,twitter,okay white islam right women phrases invented chan way trigger liberals incredibly successful triggering turn proves point chan making ask get triggered,normal
1267158434799063047_twitter,twitter,cannot love god hate brother,normal
25802611_gab,gab,new campaign idea go starbucks name caracka pronounce kare acka safe raise hell social media ghetto linguistics call cracka instinct,offensive
1084699485148798977_twitter,twitter,USER USER bahfroom niggas rise,normal
1251566804360708101_twitter,twitter,boost twitter audience retweet comment hello follow whoever likes reply quick folded_hands smiling_face_with_sunglasses winking_face peach two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts bell bell,normal
1179088477868175362_twitter,twitter,absolutely no reason bring gay people not affect us whatsoever bunch homophobes see queer community argument shit not like fuck stop pretending ally,normal
1178820639886626817_twitter,twitter,USER dead fucking hate face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,normal
1178864619068280832_twitter,twitter,nah nigga raped girl works kith bad work,normal
25043036_gab,gab,white helmets bunch muzzie terrorist,hatespeech
13078627_gab,gab,germans love high taxes nigger hordes german elections finished merkel comes tax hikes shows contempt people assume stupid nothing election raise taxes according report,hatespeech
15219656_gab,gab,jean absolutely retarded apparently heeb dickrider,hatespeech
25941818_gab,gab,expect niglets first divorce bitch gonna get royal paid,offensive
11756798_gab,gab,harmed reputation meaningless mostly immune um ya well true USER run gab legal like raped bitch mudshark prom night,normal
12956281_gab,gab,game player realize media shield strange stunning device prevents white folks seeing precipice direct fire directly media credibility profitability identity,normal
9353459_gab,gab,r encouraging miscegenation aspect white genocide white mudshark skank traitor race cheering white genocide facts stated black crime poor writing skills r true no assumptions,hatespeech
22545451_gab,gab,saw bad case jungle fever mudshark disease last nite da nigger wuz lbs hybrid sheep dog string mop weave haid,hatespeech
1179043089501097986_twitter,twitter,watched USER u know case raped assaulted standard hotel weinstein type anybody else see flushed_face flushed_face flushed_face maga woke,normal
19700689_gab,gab,well gosh think white nationalist means treating people badly race god sake thing white nationalist advising no future race mixing anything beyond actual racism white nationalists oppose,offensive
1103830041249697792_twitter,twitter,slap bitch fave hoes,offensive
16824936_gab,gab,course not look white not intelligent enough observe obvious similarities stupid part republic pack shit retarded degenerate,offensive
1102926042912772096_twitter,twitter,USER ya broke nigga got spotted back,offensive
1178686093702549505_twitter,twitter,USER USER USER shii really counties gotta worry tho marion county droppin marijuana charges shii caught several times weed cops juss let go white ass counties get boys,normal
9006147_gab,gab,agreed ones ready must go take dumbass american wives idk many american women marrying muslims uk cool thing marry muslim charmer boys avoid party scene,offensive
1178899452678963200_twitter,twitter,oh eating everything sight next days fucking wrap spent pretty penny day supply shit transform plus gym need gym partner,normal
1123614321572028417_twitter,twitter,aw short dykes getting noticed today thats cute,offensive
17920249_gab,gab,not raped monkeys,offensive
18485393_gab,gab,know history know brother wars family fought brits yankees kike would gloat deaths whites hope gang raped pack abos,hatespeech
12986076_gab,gab,guerilla warfafe events like lasvegasshooting many jews seek fame posing conservatives twitter radio shows feed followers kinds false talking points away truth attacks,offensive
16462384_gab,gab,retard jew noticing crazy claims jews published regarding holocaust nice try kike,hatespeech
1179087428243480576_twitter,twitter,USER USER buddhists hindus sikhs refugee refugee countries thankfully not discriminate accepting refugees based religion follow,normal
14274324_gab,gab,look bloated nigger sow expressionless_face,hatespeech
1084219799406825472_twitter,twitter,larry moreno neighbour destroyers blackened progressive metal band,normal
26588874_gab,gab,constitution say immigrants illegal immigrants amendment section persons born naturalized united states subject jurisdiction thereof citizens united states state wherein reside,normal
22456269_gab,gab,paul nehlen criticized jews tho,normal
1178799528960503808_twitter,twitter,not halloween month also domestic violence awareness month someone know experiencing dv check USER,normal
1179035468823842818_twitter,twitter,no one treats immigrants like shit like belair mva,normal
15078775_gab,gab,wow never busy evening bluehand family joining gab droves free speech welcomed snowflake soy boy leftie sjws not content mute stop follow fuck dhimmi moslem cock sucking twatter,offensive
